review,rating,sentiment,review_processed,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
"GILIRAN PAYLATER DIBAYAR SALDO ILANG HADEH GOKIL ,GONDRONG DEKIL",1,0,gilir paylater bayar saldo ilang hadeh gokil gondrong dekil,258,2.0,0.7116,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['gilir', 'paylater', 'bayar', 'saldo', 'hilang', 'hadeh', 'gila', 'gondrong', 'dekil']"
"Mau masukin barang ke keranjang atau mau beli, pasti di suruh log out dulu baru log in, ini maksutnya gimana ya,,",1,0,masukin barang keranjang beli suruh log out log maksutnya,259,2.0,0.7027,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['masukkan', 'barang', 'keranjang', 'beli', 'suruh', 'log', 'out', 'log', 'maksutnya']"
Malas banget.... Untuk verifikasi aja di suruh kesini ke situ ehh tau-tau nya gak jadi gak banget tolong di perbarui costumer kok di bukin ribet niat mau belanja ehh malah di pusingkan sama harus verifikasi ini dan itu bikin ribeeeeeeeeettttt tauuuuuuuuu????????????????????????????????????????,1,0,malas verifikasi suruh kesini ehh tau tau tolong costumer bukin ribet niat belanja ehh pusing verifikasi bikin ribeeeeeeeeettttt tauuuuuuuuu,260,2.0,0.8087,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['malas', 'verifikasi', 'suruh', 'kesini', 'ehh', 'tahu', 'tahu', 'tolong', 'costumer', 'bukin', 'ribet', 'niat', 'belanja', 'ehh', 'pusing', 'verifikasi', 'bikin', 'ribeeeeeeeeettttt', 'tauuuuuuuuu']"
Kurang puas kadang barang yang di beli ga sesuai sama apa yang kita mau,1,0,kadang barang beli sesuai,261,0.0,0.9926,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['kadang', 'barang', 'beli', 'sesuai']"
Sering bermasalah di penarikan dana Shopepay.. Nunggu sampe berhari hari Perbaiki kualitas mu ??????,1,0,tari dana shopepay nunggu sampe kualitas mu,262,2.0,0.8176,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['tari', 'dana', 'shopepay', 'tunggu', 'sampai', 'kualitas', 'mu']"
Sengaja kasih bintang 1 biar dibaca pengembang hehe. Coba upload video bisa semudah tetangga sebelah si oren.,1,0,sengaja bintang baca kembang upload video mudah tetangga belah,263,2.0,0.5586,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['sengaja', 'bintang', 'baca', 'kembang', 'upload', 'video', 'mudah', 'tetangga', 'belah']"
"Cara dapet layanan shopee pinjem gmana ya min, blz ya",2,0,layan pinjem gmana blz,264,0.0,0.9712,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['layan', 'pinjem', 'bagaimana', 'blz']"
Nggak bs verifikasi data diri..macet kembali lg2..terus bgt...apk apaan nih...,1,0,verifikasi data macet lg apk,265,2.0,0.9926,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['verifikasi', 'data', 'macet', 'lagi', 'aplikasi']"
Akun saya di nonaktifkan tanpa angin dan hujan,1,0,akun nonaktif angin hujan,266,0.0,0.4951,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['akun', 'nonaktif', 'angin', 'hujan']"
Kenapa sekarang apk lazada ga bisa narik uang ke lazada kredit? Saya sangat kecewa dengan apk nya.,1,0,apk narik uang kredit apk,267,2.0,0.5972,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'narik', 'uang', 'kredit', 'aplikasi']"
"Untuk fitur langsung lakunya sangat parah, ngasih harga jual hp dari tokopedianya sangat payah. sangat murah hp 3jt an dijual ke tokped jadi 700rb ???? itu pun kondisi sangat baik bisa dibilang like new",1,0,fitur ngasih harga jual hp tokopedianya murah hp jt jual rb kondisi bilang like new,268,0.0,0.4653,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['fitur', 'beri', 'harga', 'jual', 'handphone', 'tokopedianya', 'murah', 'handphone', 'jt', 'jual', 'ribu', 'kondisi', 'bilang', 'like', 'new']"
"Sejak gw make aplikasi ini gw nyaman� aja gk ada kendala apapun enjoy� aja tapi sekarang toped kok kayak gini ya, Gw mau buka toko muncul tulisan download lagi diproses setelah gw tunggu eh malah muncul tulisan ada error di rumah toped gw nunggu sia� terus daritadi gw mau buka kupon yg gw punya juga sama gw jadi kecewa sama Tokopedia .(Tolong untuk pihak developer tanggapi ulasan saya ini) Kalo NGGAK gw mau pindah ke Shopee aja lah gw juga punya bukti screenshot Nya, Gw masuk ke Toped care sama.",1,0,make aplikasi nyaman kendala enjoy kayak gin toko muncul tulis download proses tunggu muncul tulis error rumah nunggu sia daritadi kupon tolong developer tanggap ulas pindah bukti screenshot care,269,2.0,0.9022,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['pakai', 'aplikasi', 'nyaman', 'kendala', 'enjoy', 'kayak', 'gin', 'toko', 'muncul', 'tulis', 'unduh', 'proses', 'tunggu', 'muncul', 'tulis', 'error', 'rumah', 'tunggu', 'sia', 'daritadi', 'kupon', 'tolong', 'developer', 'tanggap', 'ulas', 'pindah', 'bukti', 'screenshot', 'care']"
Bintang 2 dulu y Nanti klok g ngecewain saya ganti bintang 5 dh Soalnya banyk yng kmen jlk,2,0,bintang klok ngecewain ganti bintang dh banyk yng kmen jlk,270,2.0,0.5339,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['bintang', 'klok', 'ngecewain', 'ganti', 'bintang', 'dh', 'banyk', 'yng', 'kmen', 'jlk']"
"Please, tolong kerja sama dengan bayaran online seperti linkaja dong Shopee. Agar pengguna akun linkaja bisa berbelanja lebih mudah membayarnya. Kalau sudah bisa bayar online pakai linkaja saya tingkatkan bintangnya menjadi bintang 5.",1,0,please tolong bayar online akun belanja mudah bayar bayar online pakai tingkat bintang bintang,271,2.0,0.3429,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['please', 'tolong', 'bayar', 'online', 'akun', 'belanja', 'mudah', 'bayar', 'bayar', 'online', 'pakai', 'tingkat', 'bintang', 'bintang']"
"Emang klo ada pembayaran masuk pada pesanan pihak JD itu tdk tau menau?? Kenapa pengembalian dana saya tdk juga kembali ya?? Saya kehilangan bukti tf saya karna respond yg lama, semua bukti pesanan sudah saya kirimkan tpi tdk dapat diproses juga ?? makin makin nih app ....",1,0,bayar pesan tau tau dana hilang bukti tf respond bukti pesan kirim tpi proses app,272,2.0,0.8677,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['bayar', 'pesan', 'tahu', 'tahu', 'dana', 'hilang', 'bukti', 'transfer', 'respond', 'bukti', 'pesan', 'kirim', 'tapi', 'proses', 'aplikasi']"
"Tujuan etrt banking pembayarannya gk ketemu, bingung gmna aneh mau byr.",1,0,etrt banking bayar ketemu bingung aneh byr,273,2.0,0.9926,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['etrt', 'banking', 'bayar', 'ketemu', 'bingung', 'aneh', 'bayar']"
Setiap hari minta di update ngabisin kuota.,1,0,update ngabisin kuota,274,2.0,0.6612,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['update', 'ngabisin', 'kuota']"
Terlalu sering Blokir akun,1,0,blokir akun,275,0.0,0.4951,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['blokir', 'akun']"
Aku ngak pencet apa apa tapi kok langung ke playsors sih kan jadinya sebelum apalagi pas main game iklan jadinya harus login lagi yang lama lagi kan jadinya udah ngak mut lagi main game,2,0,pencet langung playsors pas main game iklan login mut main game,276,2.0,0.8719,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['pencet', 'langung', 'playsors', 'pas', 'main', 'game', 'iklan', 'login', 'mut', 'main', 'game']"
"Ini aplikasinya error apa gimana, aku kok gak bisa lihat rating ulasannya... ??.",1,0,aplikasi error rating ulas,277,2.0,0.9926,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'error', 'rating', 'ulas']"
Kenapa dompetdibekukan... Menyusahkan aja... Nih min... Bantuanya,1,0,dompetdibekukan susah bantuanya,278,2.0,0.9712,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['dompetdibekukan', 'susah', 'bantuanya']"
"Ini Tokopedia gimana barang saya ? Kok Lama banget ya ? Terus jarang update atau gimana ya ? Kok gak bisa dilacak ya ? Tolong berikan yang terbaik untuk kami semuanya, kami dari POLSEK !",1,0,barang jarang update lacak tolong ikan polsek,279,1.0,0.4918,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['barang', 'jarang', 'update', 'lacak', 'tolong', 'ikan', 'polsek']"
Aku punya pesanan ngembaliin uang saya susah banget :'( padahal barang udah d retur,1,0,pesan ngembaliin uang susah barang retur,280,2.0,0.5368,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['pesan', 'ngembaliin', 'uang', 'susah', 'barang', 'retur']"
Tolong dong keadilan untuk penjual lebih di utamakan lg.. sllu pembeli yg menang walaupun penjual yg bnar,1,0,tolong adil jual utama lg sllu beli menang jual bnar,281,2.0,0.5711,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['tolong', 'adil', 'jual', 'utama', 'lagi', 'sllu', 'beli', 'menang', 'jual', 'bnar']"
Voucher pada eror semua. Gila,1,0,voucher eror,282,1.0,0.4951,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['voucher', 'eror']"
"tiap ngasih promo bayar tagihan kaya yg g niat, pas jam nya transaksi selalu terjadi ksalahan terus... capcay dahhhhh coba klo g pake promo, lanjar zayaaaaaa...",1,0,ngasih promo bayar tagih kaya niat pas jam transaksi ksalahan capcay dahhhhh pake promo lanjar zayaaaaaa,283,2.0,0.7443,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['beri', 'promo', 'bayar', 'tagih', 'kaya', 'niat', 'pas', 'jam', 'transaksi', 'ksalahan', 'capcay', 'dahhhhh', 'pakai', 'promo', 'lanjar', 'zayaaaaaa']"
agak lemot dibanding yg laen.udah cek out. udah transfer duit ternyata barang yg dipesan hilang diaplikasi. akhirnya hilang deh duit,1,0,lot banding laen cek out transfer duit barang pes hilang aplikasi hilang duit,284,2.0,0.6957,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['lemot', 'banding', 'laen', 'cek', 'out', 'transfer', 'duit', 'barang', 'pes', 'hilang', 'aplikasi', 'hilang', 'duit']"
"Sekarang jadi unicorn tukang sunat dana refund, ya.",1,0,unicorn tukang sunat dana refund,285,2.0,0.9853,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['unicorn', 'tukang', 'sunat', 'dana', 'refund']"
Lebih mahel ongkir daripada harga barang kami yang di luar jabodetabek (NTB),1,0,mahel ongkir harga barang jabodetabek ntb,286,0.0,0.6612,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['mahel', 'ongkir', 'harga', 'barang', 'jabodetabek', 'ntb']"
"dari semua ulasan konsumen isinya buruk,ternyata saya merasakan juga,pengiriman lama,padahal barang sudah dibayar tapi status tetap menunggu,kalo barang memang g ada di indonesia jangan jualan lah.barang flash sale tapi kayak keong,,UNTUK SEMUA JANGAN DOWNLOAD APLIKASI INI,LEBIH BAIK BELANJA DI TOKO SEBELAH LEBIH TERJAMIN.",1,0,ulas konsumen isi kirim barang bayar status tunggu barang indonesia jual barang flash sale kayak keong download aplikasi belanja toko belah jamin,287,2.0,0.5198,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['ulas', 'konsumen', 'isi', 'kirim', 'barang', 'bayar', 'status', 'tunggu', 'barang', 'indonesia', 'jual', 'barang', 'flash', 'sale', 'kayak', 'keong', 'unduh', 'aplikasi', 'belanja', 'toko', 'belah', 'jamin']"
Tokopedia saya udah lama tidak bisa di buka lagi karena nomor hp untuk login sudah tidak aktif.. sudah beberapa kali menghubungi pihak tokpedia tidak juga di tanggapi Bagai mana solusinya,1,0,nomor hp login aktif hubung tokpedia tanggap solusi,288,2.0,0.9957,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['nomor', 'handphone', 'login', 'aktif', 'hubung', 'tokpedia', 'tanggap', 'solusi']"
Tokopedia tolong di percepat untuk follow up data ke prakerja... Karna lewat tokopedia ini lah yang paling lambat serfifikat muncul nya... Lelet ni tokped kerja nya. Klo ga bisa kerja sama jangan ikut kerja samaa.... Tanggung jawablah tokped.. Kurang update.. Setelah kelas di beli ternyata ada perbedaan nama kelas akibat kurang update...,1,0,tolong cepat follow up data serfifikat muncul lelet samaa tanggung update kelas beli beda nama kelas akibat update,289,2.0,0.6221,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['tolong', 'cepat', 'follow', 'up', 'data', 'serfifikat', 'muncul', 'lambat', 'samaa', 'tanggung', 'update', 'kelas', 'beli', 'beda', 'nama', 'kelas', 'akibat', 'update']"
"Hati hati guysss bnyk orderan fiktif yg gk prnh kita pesan Tapi brng dtng dngn alamat lngkap rmh kita Nma kita Nmr tlpn kita, Dta kita jebol guysss di lazada, Saya tertipu 25000 Setelah itu 3x bolak balik kurir datang lagi dngn orderan fiktif, langsung saya tolak, Sampai skrng uang saya belum di kembalikan lazada, Pihak lazada minta foto ktp, buku tabungan, dan nomer rekening, Tapi saya gk kasihh, Data saya aja jebol di lazada, Apalagi saya kasih data ktp dan buku rekening, HATI HATI.",1,0,hati hati guysss bnyk order fiktif prnh pesan brng dtng alamat lngkap rmh nma nmr tlpn dta jebol guysss tipu bolak kurir order fiktif tolak skrng uang foto ktp buku tabung nomer rekening kasihh data jebol data ktp buku rekening hati hati,290,2.0,0.4083,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['hati', 'hati', 'guysss', 'banyak', 'order', 'fiktif', 'pernah', 'pesan', 'brng', 'dtng', 'alamat', 'lngkap', 'rumah', 'nma', 'nomor', 'telepon', 'dta', 'jebol', 'guysss', 'tipu', 'bolak', 'kurir', 'order', 'fiktif', 'tolak', 'skrng', 'uang', 'foto', 'ktp', 'buku', 'tabung', 'nomer', 'rekening', 'kasihh', 'data', 'jebol', 'data', 'ktp', 'buku', 'rekening', 'hati', 'hati']"
"Please lah ya, kenapa sih ada flash sale hp kebanyakan yang dapet malah yang pakai bot, tolong lah perbaiki, padahal hp udah bagus kenapa gitu, mengecewakan",1,0,please flash sale hp pakai bot tolong hp,291,2.0,0.6611,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['please', 'flash', 'sale', 'handphone', 'pakai', 'bot', 'tolong', 'handphone']"
Aku kasi bintang 1 dulu. Jadi tu sinyalku bagus tapi tu malah muter terus?? ya alhasil aku jadi sush deh kalo mau beli di shoppe??,1,0,kasi bintang tu sinyal tu muter alhasil sush beli,292,2.0,0.6421,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['kasi', 'bintang', 'tu', 'sinyal', 'tu', 'muter', 'alhasil', 'sush', 'beli']"
Hora niat kasih promo gratis ongkir kaya sopi kenapa biar ongkir gratis terus,1,0,hora niat promo gratis ongkir kaya ongkir gratis,293,1.0,0.8317,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['hora', 'niat', 'promo', 'gratis', 'ongkir', 'kaya', 'ongkir', 'gratis']"
"Game shopee capit tiba� tidak bisa jalan dengan keterangan gangguan jaringan, padahal game lain lancar saja. Juga pesanan 12.12 dibatalkan sepihak, padahal udah checkout selama 4 hari.",1,0,game capit jalan terang ganggu jaring game lancar pesan batal checkout,294,2.0,0.6982,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['game', 'capit', 'jalan', 'terang', 'ganggu', 'jaring', 'game', 'lancar', 'pesan', 'batal', 'checkout']"
"Game shopee tanam pohon kenapa jadi begini? Setelah sya goyang pohon teman banyak, tapi yg kehitung cuma 1point ajja, biasanya kehitung otomatis? Kecewa banget! ?? Dan customer shopee juga kadang kalo ditanya solusi gk memuaskan jawabannya. Ada juga yg belum selesai ngasih solusi, tba"" chatnya langsung hilang :( Tolong diperbaiki. Padahal sya pelanggan setia shopee, tp skrg sudah tidak nyaman belanja di shopee :( Semakin tinggi namanya, bukannya semakin meningkat, ini malah sebaliknya??",2,0,game tanam pohon sya goyang pohon teman hitung point ajja hitung otomatis customer kadang solusi ngasih solusi tba chatnya hilang tolong sya langgan setia skrg nyaman belanja nama tingkat,295,2.0,0.4678,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['game', 'tanam', 'pohon', 'sya', 'goyang', 'pohon', 'teman', 'hitung', 'point', 'ajja', 'hitung', 'otomatis', 'customer', 'kadang', 'solusi', 'beri', 'solusi', 'tba', 'chatnya', 'hilang', 'tolong', 'sya', 'langgan', 'setia', 'sekarang', 'nyaman', 'belanja', 'nama', 'tingkat']"
"Shopee tolong dong Jangan tagihin aku terus, kAn aku sudah melunasi dan harusnya tidak ada tagihan hutang lagi tapi ini kenapa ada tagihannya dan rincian pembelian sama juga totalan tagihan juga sama dgn yg saya bayarkan. Tolong aktifin pembayaran pelunasan saya., Saya sudah bayar",1,0,tolong tagihin lunas tagih hutang tagih rincian beli total tagih bayar tolong aktifin bayar lunas bayar,296,2.0,0.7506,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['tolong', 'tagihin', 'lunas', 'tagih', 'hutang', 'tagih', 'rincian', 'beli', 'total', 'tagih', 'bayar', 'tolong', 'aktifin', 'bayar', 'lunas', 'bayar']"
"Kalau ada minus gw pilih minus nih, dpt voucher gratis ongkir masa berlaku msh lama tp gak bisa dipakai. Dipilihan voucher nya gak ada. Order lagi klo nanti ada yg murah� aja utk menyesuaikan dgn ongkir.",1,0,minus pilih minus voucher gratis ongkir msh pakai pilih voucher order murah utk sesuai ongkir,297,1.0,0.7956,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['minus', 'pilih', 'minus', 'voucher', 'gratis', 'ongkir', 'masih', 'pakai', 'pilih', 'voucher', 'order', 'murah', 'untuk', 'sesuai', 'ongkir']"
Saya sangat kecewa sekali dengan bukalapak ketika saya melakukan transaksi belanja pembayaran melalui briva BRI yang seharus dibayarkan sekaligus karena saya kira dengan toko yang berbeda transaksi saya lakukan 2 x otomatis uang yg saya transfer masuk buka dompet dan ternyata dana tersebut dibekukan dg alasan saya mengirimkan bukti transfer tidak valid padahal saya sudah ajukan komplain dari setahun yg saya pertanyakan kenapa uang Pelangan di tahan dan dipersulit yg jelas dirugikan ??,1,0,transaksi belanja bayar briva bri bayar toko beda transaksi otomatis uang transfer dompet dana beku alas kirim bukti transfer valid aju komplain uang pelang tahan sulit rugi,298,2.0,0.7595,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['transaksi', 'belanja', 'bayar', 'briva', 'bri', 'bayar', 'toko', 'beda', 'transaksi', 'otomatis', 'uang', 'transfer', 'dompet', 'dana', 'beku', 'alas', 'kirim', 'bukti', 'transfer', 'valid', 'aju', 'komplain', 'uang', 'pelang', 'tahan', 'sulit', 'rugi']"
"Jangan pake lazada dah sarang penyamun nih aplikasi.. penyelesaian kasus yang jelas"" penipuan justru adalah retur ke seller yang merupakan penyelesaian perselisihan... akhirnya milih hapus akun secara permanen karena melihat banyaknya review mereka yang data pribadinya disalahgunakan.",1,0,pake sarang samun aplikasi tipu retur seller selisih milih hapus akun permanen review data pribadi disalahgunakan,299,2.0,0.6742,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['pakai', 'sarang', 'samun', 'aplikasi', 'tipu', 'retur', 'seller', 'selisih', 'milih', 'hapus', 'akun', 'permanen', 'review', 'data', 'pribadi', 'disalahgunakan']"
Tokopedia di bobol ya? Pasword aman tp data2 gimana?,1,0,bobol pasword aman data,300,0.0,0.4975,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['bobol', 'pasword', 'aman', 'data']"
Mahal mahal bok...,1,0,mahal mahal bok,301,1.0,0.9853,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['mahal', 'mahal', 'bok']"
Aplikasi bukalapak tidak memuaskan ngak bisa muncul gambar penjualan produknya padahal sinyal 4G,1,0,aplikasi muncul gambar jual produk sinyal,302,2.0,0.995,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'muncul', 'gambar', 'jual', 'produk', 'sinyal']"
Menyesal saya membeli pelatihan prakerja di sini saya sudah menyelesaikan pelatihan dan sertefikat selesai tapi sampai sekarang saya belum keluar di kartu prakerja saya,1,0,sesal beli latih latih sertefikat kartu,303,3.0,0.7494,"belanja, aplikasi, mudah, bantu, online, sukses, rumah, butuh, beli, cari","['sesal', 'beli', 'latih', 'latih', 'sertefikat', 'kartu']"
"Perlu dibenahi menu Feed, setelah scroll melihat produk ketika klik back, langsung refresh balik lagi ke atas. Apakah tokopedia sengaja agar pengguna menjadi malas melihat feed?",2,0,benah menu feed scroll produk klik back refresh sengaja malas feed,304,2.0,0.6231,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['benah', 'menu', 'feed', 'scroll', 'produk', 'klik', 'back', 'refresh', 'sengaja', 'malas', 'feed']"
"diupdate terbaru, saya dapat bug ga bisa gratis ongkir dan tidak dapat menggunakan kupon di semua item barang",2,0,diupdate bug gratis ongkir kupon item barang,305,1.0,0.5652,"ongkir, gratis, belanja, pakai, bintang, promo, voucher, cod, mahal, diskon","['diupdate', 'bug', 'gratis', 'ongkir', 'kupon', 'hitam', 'barang']"
Aplikasi eror akun saya diblokir tanpa alasan yg jelas,1,0,aplikasi eror akun blokir alas,306,2.0,0.7956,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'eror', 'akun', 'blokir', 'alas']"
"Aplikasi ini bikin hp sy lemot,sy geser lyr hp sy,,1jam baru jalan,boong semua",2,0,aplikasi bikin hp lot geser lyr hp jam jalan boong,307,2.0,0.8686,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'bikin', 'handphone', 'lemot', 'geser', 'lyr', 'handphone', 'jam', 'jalan', 'bohong']"
benci guwe ?? dan saya kecewa sekali ?????? saya beli barang ditokopedia barang ya nga sesuai penipu huuu,1,0,benci guwe beli barang ditokopedia barang nga sesuai tipu huuu,308,0.0,0.5144,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['benci', 'guwe', 'beli', 'barang', 'ditokopedia', 'barang', 'nga', 'sesuai', 'tipu', 'huuu']"
Saya udah transfer tapi gimana cara mengirim bukti pmbayaran,2,0,transfer kirim bukti pmbayaran,309,2.0,0.6612,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['transfer', 'kirim', 'bukti', 'pmbayaran']"
Toko pedia kenapa keranjangnya tiap di buka malah jaringan eror malah gk bisa di buka terus terusan padahal jaringan bagus sinyal bagus.tolong segera perbaiki pihak toko pedia,2,0,toko keranjang jaring eror jaring sinyal tolong toko,310,2.0,0.9963,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['toko', 'keranjang', 'jaring', 'eror', 'jaring', 'sinyal', 'tolong', 'toko']"
Tolong dong di perbaiki toko toko nya yang sering jual barang bagus dngn harga yang gk sesuai dan juga barang yang d jual apa masak ngirim nya beda yang d deskripsi produk...sama d perbaiki lagi kalok ada toko yang menipu tolong gampangin lah cara ngelaporin ke lazada nya lngsung....sekian aja buat saran maksih,2,0,tolong toko toko jual barang harga sesuai barang jual masak ngirim beda deskripsi produk kalok toko tipu tolong gampangin ngelaporin lngsung sekian saran maksih,311,0.0,0.542,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['tolong', 'toko', 'toko', 'jual', 'barang', 'harga', 'sesuai', 'barang', 'jual', 'masak', 'ngirim', 'beda', 'deskripsi', 'produk', 'kalok', 'toko', 'tipu', 'tolong', 'gampangin', 'ngelaporin', 'lngsung', 'sekian', 'saran', 'maksih']"
Udah bolak balik daftar payletter tp gagal terus Skali bisa mala di tolak Dan gitu terus Kiraku bakal enak kek apk sebelh bisa beli barang skarang bayar nanti Tapi mala cacat,1,0,bolak daftar payletter gagal mala tolak kek apk sebelh beli barang skarang bayar mala cacat,312,2.0,0.8865,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['bolak', 'daftar', 'payletter', 'gagal', 'mala', 'tolak', 'seperti', 'aplikasi', 'sebelh', 'beli', 'barang', 'skarang', 'bayar', 'mala', 'cacat']"
Dulu saya suka app client BL karena enteng dari app punya marketplace sebelah. Sekarang makin berat dan banyak pop up� yang bikin kita sering salah pencet jadi makin buang� waktu saja.,1,0,app client bl enteng app marketplace belah berat pop up bikin salah pencet buang,313,2.0,0.7763,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'client', 'beli', 'enteng', 'aplikasi', 'marketplace', 'belah', 'berat', 'pop', 'up', 'bikin', 'salah', 'pencet', 'buang']"
"Saya Kasih 1 bintang, saya pengguna baru apk ini, setelah saya dalam proses transaksi Mala pesanan saya di batalkan otomatis oleh sistem karena melanggar T&C, masa iya saya tidak memenuhi syarat dan ketentuan yg berlaku, dan saya di indikasi manipulasi transaksi, padahal pengguna baru, Tokopedia buruk, baru pertama kali nya saya di apk Tokopedia di bilangan manipulasi transaksi ??????",1,0,bintang apk proses transaksi mala pesan batal otomatis sistem langgar penuh syarat indikasi manipulasi transaksi apk bilang manipulasi transaksi,314,2.0,0.928,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['bintang', 'aplikasi', 'proses', 'transaksi', 'mala', 'pesan', 'batal', 'otomatis', 'sistem', 'langgar', 'penuh', 'syarat', 'indikasi', 'manipulasi', 'transaksi', 'aplikasi', 'bilang', 'manipulasi', 'transaksi']"
"Aplikasi apa ini katanya ada "" TRAKTIRAN PENGGUNA BARU"" pas Sy pilih salah 1 prodak pas Sy bayar ko di kembalikan uang saya di tolak tp aplikasi pembelajaran lain nya gak papa yaa langsung Sy hapus saja apl Ini belanja online di tempat apl lain saja. Lebih mudah.",1,0,aplikasi traktir pas pilih salah prodak pas bayar uang tolak aplikasi ajar papa hapus apl belanja online apl mudah,315,2.0,0.5414,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['aplikasi', 'traktir', 'pas', 'pilih', 'salah', 'prodak', 'pas', 'bayar', 'uang', 'tolak', 'aplikasi', 'ajar', 'papa', 'hapus', 'aplikasi', 'belanja', 'online', 'aplikasi', 'mudah']"
"sialan� habis di perbarui malah ga bisa login padahal username sama, apalagi di shopee pay nya masih ada saldonya 10jt lagi????????",1,0,habis login username pay saldo jt,316,2.0,0.6364,"aplikasi, bayar, tolong, akun, iklan, pakai, tipu, beli, update, unduh","['habis', 'login', 'username', 'bayar', 'saldo', 'jt']"
Ada apa dg toped abis update semalem kok harga barang jd Nol semua???,1,0,abis update semalem harga barang nol,317,0.0,0.4975,"barang, kirim, cepat, murah, belanja, sesuai, harga, pesan, layan, beli","['habis', 'update', 'semalem', 'harga', 'barang', 'nol']"
